Country Name,Country Code,Indicator Name,Indicator Code,Year,Value
Eswatini,SWZ,Migración neta,SM.POP.NETM,2012,-10706.0
Eswatini,SWZ,Migración neta,SM.POP.NETM,2013,-10662.0
Eswatini,SWZ,Migración neta,SM.POP.NETM,2014,-10586.0
Eswatini,SWZ,Migración neta,SM.POP.NETM,2015,-10464.0
Eswatini,SWZ,Migración neta,SM.POP.NETM,2016,-10295.0
Eswatini,SWZ,Migración neta,SM.POP.NETM,2017,-10127.0
Eswatini,SWZ,Migración neta,SM.POP.NETM,2018,-9956.0
Eswatini,SWZ,Migración neta,SM.POP.NETM,2019,-9796.0
Eswatini,SWZ,Migración neta,SM.POP.NETM,2020,-4897.0
Eswatini,SWZ,Migración neta,SM.POP.NETM,2021,-4897.0
Eswatini,SWZ,Migración neta,SM.POP.NETM,2022,-5733.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1960,1698.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1961,6940.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1962,8965.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1963,9418.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1964,10745.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1965,16349.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1966,9162.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1967,14434.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1968,9992.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1969,7265.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1970,8595.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1971,-14508.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1972,-3379.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1973,355.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1974,-4219.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1975,-42567.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1976,-36153.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1977,-527133.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1978,-210991.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1979,-711455.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1980,-903529.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1981,628135.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1982,66700.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1983,68018.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1984,137638.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1985,157474.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1986,186232.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1987,251387.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1988,379966.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1989,242615.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1990,296018.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1991,859739.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1992,160103.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1993,141549.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1994,140715.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1995,91538.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1996,41345.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1997,-9120.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1998,-3002.0
Etiopía,ETH,Migración neta,SM.POP.NETM,1999,29118.0
Etiopía,ETH,Migración neta,SM.POP.NETM,2000,-49892.0
Etiopía,ETH,Migración neta,SM.POP.NETM,2001,-19067.0
Etiopía,ETH,Migración neta,SM.POP.NETM,2002,-12921.0
Etiopía,ETH,Migración neta,SM.POP.NETM,2003,-13744.0
Etiopía,ETH,Migración neta,SM.POP.NETM,2004,-25428.0
Etiopía,ETH,Migración neta,SM.POP.NETM,2005,-44423.0
Etiopía,ETH,Migración neta,SM.POP.NETM,2006,-30511.0
Etiopía,ETH,Migración neta,SM.POP.NETM,2007,-389.0
Etiopía,ETH,Migración neta,SM.POP.NETM,2008,-20776.0
Etiopía,ETH,Migración neta,SM.POP.NETM,2009,16319.0
Etiopía,ETH,Migración neta,SM.POP.NETM,2010,80213.0
Etiopía,ETH,Migración neta,SM.POP.NETM,2011,116793.0
Etiopía,ETH,Migración neta,SM.POP.NETM,2012,119512.0
Etiopía,ETH,Migración neta,SM.POP.NETM,2013,80953.0
Etiopía,ETH,Migración neta,SM.POP.NETM,2014,103119.0
Etiopía,ETH,Migración neta,SM.POP.NETM,2015,62784.0
Etiopía,ETH,Migración neta,SM.POP.NETM,2016,115812.0
Etiopía,ETH,Migración neta,SM.POP.NETM,2017,71769.0
Etiopía,ETH,Migración neta,SM.POP.NETM,2018,9309.0
Etiopía,ETH,Migración neta,SM.POP.NETM,2019,-10803.0
Etiopía,ETH,Migración neta,SM.POP.NETM,2020,38867.0
Etiopía,ETH,Migración neta,SM.POP.NETM,2021,-1391.0
Etiopía,ETH,Migración neta,SM.POP.NETM,2022,-11999.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1960,-20932.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1961,-2870.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1962,-14426.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1963,-29734.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1964,-28005.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1965,-22949.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1966,-24363.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1967,-186163.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1968,-154155.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1969,-66363.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1970,-72065.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1971,18205.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1972,36815.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1973,64932.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1974,35563.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1975,35146.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1976,51679.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1977,-52929.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1978,-75799.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1979,-41572.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1980,-47120.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1981,-48190.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1982,-47504.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1983,-33056.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1984,-58382.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1985,-62594.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1986,-98400.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1987,-105635.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1988,-192123.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1989,-134319.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1990,-132482.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1991,-164550.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1992,-226160.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1993,-146897.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1994,-147465.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1995,-229798.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1996,-211511.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1997,-227398.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1998,-226121.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,1999,-202829.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,2000,123701.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,2001,-162378.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,2002,-164421.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,2003,-142746.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,2004,-140237.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,2005,-167658.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,2006,-181600.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,2007,-167129.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,2008,-163098.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,2009,-114334.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,2010,-129981.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,2011,-107546.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,2012,-69859.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,2013,-101267.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,2014,-88917.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,2015,-99535.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,2016,-110911.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,2017,-76183.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,2018,-61261.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,2019,-19843.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,2020,-29918.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,2021,-20678.0
Europa Central y del Báltico,CEB,Migración neta,SM.POP.NETM,2022,5316792.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1960,-201349.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1961,149511.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1962,182103.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1963,199006.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1964,184383.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1965,118297.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1966,363733.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1967,298119.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1968,149095.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1969,159732.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1970,-416843.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1971,241881.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1972,362812.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1973,293278.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1974,337368.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1975,189948.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1976,289988.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1977,270020.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1978,118414.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1979,-9184.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1980,230544.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1981,-150740.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1982,-19231.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1983,225521.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1984,197592.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1985,264745.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1986,430405.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1987,451481.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1988,458423.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1989,207787.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1990,353755.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1991,413431.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1992,50409.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1993,387534.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1994,-65762.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1995,253274.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1996,113260.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1997,-87120.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1998,-454077.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,1999,131492.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,2000,778557.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,2001,487394.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,2002,1312672.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,2003,1644364.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,2004,1622028.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,2005,1466088.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,2006,1518429.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,2007,2002467.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,2008,1607078.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,2009,1275263.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,2010,1084683.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,2011,1121738.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,2012,1315534.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,2013,1196323.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,2014,1504844.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,2015,1514027.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,2016,1586627.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,2017,1026421.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,2018,1142576.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,2019,1314636.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,2020,1259036.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,2021,1242327.0
Europa y Asia central,ECS,Migración neta,SM.POP.NETM,2022,422101.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1960,-44908.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1961,78531.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1962,32887.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1963,46434.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1964,68298.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1965,28969.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1966,233405.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1967,138249.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1968,73146.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1969,102109.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1970,-352704.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1971,-128216.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1972,-106744.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1973,-148713.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1974,-106281.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1975,-43365.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1976,46697.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1977,12109.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1978,-112100.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1979,-239940.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1980,-243553.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1981,-345102.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1982,-138160.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1983,59468.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1984,-39057.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1985,-60802.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1986,12664.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1987,-24073.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1988,-87808.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1989,-386887.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1990,-339957.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1991,-505894.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1992,-862365.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1993,-506483.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1994,-889756.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1995,-553730.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1996,-641143.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1997,-821617.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1998,-1188006.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,1999,-647949.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,2000,-30525.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,2001,-400386.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,2002,-343997.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,2003,-215465.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,2004,-231899.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,2005,-251418.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,2006,-256271.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,2007,-239236.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,2008,-212689.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,2009,-61918.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,2010,-165825.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,2011,-23055.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,2012,287660.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,2013,343508.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,2014,534556.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,2015,367540.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,2016,362637.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,2017,-288666.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,2018,-314596.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,2019,-218512.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,2020,80824.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,2021,66551.0
Europa y Asia central (BIRF y la AIF),TEC,Migración neta,SM.POP.NETM,2022,-1357122.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1960,2806.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1961,100862.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1962,51507.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1963,84508.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1964,105770.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1965,59762.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1966,266429.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1967,336423.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1968,239538.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1969,182468.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1970,-266473.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1971,-125301.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1972,-123516.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1973,-194363.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1974,-126480.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1975,-66486.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1976,3933.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1977,71146.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1978,-31003.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1979,-193254.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1980,-217542.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1981,-322563.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1982,-120136.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1983,60517.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1984,-15306.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1985,-34482.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1986,70148.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1987,34632.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1988,52279.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1989,-319828.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1990,-252265.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1991,-380575.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1992,-708012.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1993,-420933.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1994,-799278.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1995,-377596.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1996,-483138.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1997,-642112.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1998,-1010553.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,1999,-489418.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,2000,-203529.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,2001,-273951.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,2002,-208464.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,2003,-86606.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,2004,-102569.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,2005,-96327.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,2006,-81288.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,2007,-80104.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,2008,-50803.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,2009,56929.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,2010,-39193.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,2011,45241.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,2012,331662.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,2013,396828.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,2014,592084.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,2015,455986.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,2016,442175.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,2017,-214294.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,2018,-234824.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,2019,-177605.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,2020,105919.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,2021,92645.0
Europa y Asia central (excluido altos ingresos),ECA,Migración neta,SM.POP.NETM,2022,-5638322.0
Federación de Rusia,RUS,Migración neta,SM.POP.NETM,1960,-161432.0
Federación de Rusia,RUS,Migración neta,SM.POP.NETM,1961,-143868.0
Federación de Rusia,RUS,Migración neta,SM.POP.NETM,1962,-195932.0
Federación de Rusia,RUS,Migración neta,SM.POP.NETM,1963,-184852.0
Federación de Rusia,RUS,Migración neta,SM.POP.NETM,1964,-165355.0
Federación de Rusia,RUS,Migración neta,SM.POP.NETM,1965,-154888.0
Federación de Rusia,RUS,Migración neta,SM.POP.NETM,1966,-104991.0
Federación de Rusia,RUS,Migración neta,SM.POP.NETM,1967,-97641.0
Federación de Rusia,RUS,Migración neta,SM.POP.NETM,1968,-149880.0
Federación de Rusia,RUS,Migración neta,SM.POP.NETM,1969,-69192.0
Federación de Rusia,RUS,Migración neta,SM.POP.NETM,1970,-243934.0
Federación de Rusia,RUS,Migración neta,SM.POP.NETM,1971,-98924.0
